region,year,listing_count,avg_price,median_price,min_price,max_price,price_stddev,yoy_growth_pct
RI,2011.0,12,231834.84333333332,231714.86,224435.17,238698.39,4714.461906538864,3.519474385319943
ME,2011.0,48,160332.719375,137398.075,134869.53,232309.52,41065.23917639,-40.70381373037534
TX,2011.0,681,124277.93537444934,122577.87,80995.5,225821.72,27115.01838174,-10.786326518766742
HI,2011.0,36,423333.0358333333,421475.29,379022.88,474183.36,36222.87758654,243.84288942204657
GA,2011.0,444,106511.79157657658,101140.54500000001,61083.42,166617.98,25833.52566721,-76.00320887139077
OH,2011.0,525,96646.78310476191,93862.98,58680.19,142940.96,17286.06429246,-7.195497117402338
NC,2011.0,395,142968.2914936709,129483.77,61335.64,302695.42,55453.20697524,37.94977530012367
SC,2011.0,156,133703.89044871795,127376.48999999999,78213.71,249866.11,40281.1554995,-1.627447208248578
LA,2011.0,152,139850.32,140987.06,83142.06,207848.83,33541.32407673,10.685307783249499
DE,2011.0,24,207303.61833333335,206219.31,177865.48,238044.79,24951.75290378,46.268253270903024
AR,2011.0,228,102957.02210526315,101686.015,59709.6,145601.7,23815.21613852,-50.69035242141
PA,2011.0,372,136633.35295698926,125171.075,76988.87,248067.84,43425.31349385,23.0956636465693
SD,2011.0,60,152748.38766666668,155221.875,133184.67,168693.26,11682.66633921,24.007782948257027
AZ,2011.0,120,143384.01325,140383.035,106829.53,225713.1,28725.70409532,-9.55976082623663
NE,2011.0,144,115018.87319444444,113191.89000000001,87994.66,150491.72,18087.11459884,-19.36925284454777
WA,2012.0,240,190827.32983333332,184208.655,131798.3,271450.36,40489.32222689,62.740153026864355
KY,2012.0,240,98101.957125,89467.105,61122.99,151537.14,24249.3260365,-51.43164961494344
TN,2012.0,312,116974.61099358974,112065.1,84110.67,174460.98,21821.09161962,25.25843995958068
AZ,2012.0,120,146058.00925,144778.56,108076.06,228065.76,29849.80894543,29.191478881471554
CO,2012.0,192,245170.38067708333,216807.35499999998,107923.38,446589.3,101862.23977092,49.75100940360229
NH,2012.0,60,178981.94433333335,199868.16499999998,108384.51,217472.88,38302.52216508,-7.813014461617318
NJ,2012.0,48,233206.07541666666,206669.66499999998,147027.47,372284.99,81810.90067666,3.4029931680215286
CA,2012.0,395,242592.65243037973,189534.06,118292.05,577843.4,115265.54143116,-8.291301483456692
IN,2012.0,432,101526.45409722222,102426.285,63145.85,146367.32,20962.02510412,-45.958903112189965
ND,2012.0,72,188564.4323611111,195349.43,97705.69,257967.05,42713.58299132,90.72197141583334
WV,2012.0,72,102850.41041666667,98812.36499999999,76897.07,145730.35,18526.76889914,-49.41763331482463
AL,2012.0,223,115359.10484304932,110580.83,67879.37,175086.36,26307.48397019,11.909911274768103
RI,2012.0,12,222559.81416666668,222585.22499999998,221971.78,223220.25,420.77661755504,101.2873524280836
PA,2012.0,384,137449.115078125,127127.16,77025.54,254458.92,41659.4040946,-42.88607431153617
NC,2012.0,394,141066.46675126904,126592.89499999999,60663.3,302081.78,53554.89121503,-0.4202603125878168
GA,2012.0,444,104237.7445045045,99757.715,60945.09,159502.58,24506.3041425,-21.19801431194065
NE,2012.0,144,118266.21034722222,117650.83,89279.27,152985.66,18082.82357231,17.93657262498445
TX,2012.0,749,123184.43622162884,120421.89,77426.95,232211.83,28082.99633798,2.3553255000410944
KS,2012.0,142,107159.61288732395,99805.955,75038.23,163234.99,26038.91147387,-17.11975704749361
MT,2012.0,84,192050.84761904762,198317.905,102428.88,256885.98,45359.19994058,98.70347916614794
FL,2012.0,336,125601.15410714285,119649.715,70214.42,235021.65,37162.21462311,-39.66771936200113
OR,2012.0,240,179984.19195833334,170758.78,114834.72,291100.2,45205.49572492,42.715576046294814
VT,2012.0,48,220200.8775,220387.20500000002,185670.46,256476.62,23374.66472776,29.063468947248296
IL,2012.0,282,109597.86386524823,107537.525,53858.01,173211.27,27716.57805517,-51.205186798389676
MS,2012.0,165,117872.02048484849,112851.87,74175.83,186186.13,30021.96331615,4.941851693164789
NM,2012.0,150,184238.8548,165565.995,116637.42,276957.01,50667.94383188,46.71090075866709
CT,2012.0,60,246344.471,214462.57,207820.22,377979.99,65748.97568301,29.532981697117222
MO,2012.0,271,112161.04649446494,111160.91,66372.86,157462.06,23313.49126165,-48.167687256568826
ID,2012.0,144,170682.83145833333,155752.33000000002,116568.16,319404.75,53556.63045616,40.114299172254
NY,2012.0,312,135879.50458333333,114196.66500000001,77902.11,380888.68,60729.25377369,-26.680605676974466
SD,2012.0,79,164199.84848101265,162724.75,134838.11,213556.72,18341.1494299,42.49518582701166
MA,2012.0,72,313863.49166666664,270154.375,192514.94,619555.87,146861.31242538,66.01922878972006
OH,2012.0,523,96616.93824091778,93513.37,58564.6,136897.42,16302.50403063,-65.38520984529679
AK,2012.0,45,249619.15488888888,230783.46,222083.43,306586.3,29249.01566452,146.79194001884434
WI,2012.0,276,142348.9941304348,138872.74,92475.32,206015.1,24625.6972832,-39.825523024916954
AR,2012.0,223,104787.50147982062,108230.35,59503.21,144128.47,23392.48583318,-22.065086351720275
NV,2012.0,96,153727.46416666667,139603.275,98064.67,256280.09,49316.83439079,28.98717873498513
SC,2012.0,164,135123.58524390243,126655.07,78924.23,232344.11,38458.41427247,-9.275000890917484
OK,2012.0,240,96404.49983333334,91538.1,59874.04,129422.47,18731.08757623,-27.7264621147815
MN,2012.0,228,141640.88004385965,147863.31,82983.16,189179.7,23704.50407269,61.53198504229385
WY,2012.0,108,229419.3914814815,201005.595,164637.97,468702.92,85169.05484138,35.94014296041392
DE,2012.0,24,200923.98125,200957.44,175541.51,226338.96,25041.20089963,-0.023957044578781783
MI,2012.0,372,107037.22196236558,104049.9,48799.02,194251.77,27533.24137246,-48.222917250538224
VA,2012.0,168,167742.8011904762,160123.065,86803.61,335778.42,63135.9265454,53.89064766040141
HI,2012.0,36,421985.6819444444,411970.99,379336.99,474122.1,32114.652998,157.2839771709341
LA,2012.0,166,140700.40819277108,142331.185,84127.77,201895.23,30533.97287241,-65.45116319962239
UT,2012.0,96,200683.63104166667,182736.505,141571.82,359847.5,58214.29530038,28.38824112930698
MD,2012.0,72,200231.58291666667,197939.345,100673.26,300906.18,72203.72939142,8.319541845237755
ME,2012.0,48,159293.49958333332,138008.275,134530.39,226798.36,38837.97696685,-30.27749232978416
NaN,2012.0,12,161978.03583333333,161735.71,159894.42,165206.97,1829.225287757626,17.192762535434913
IA,2012.0,224,115134.79370535714,102956.35,71121.33,183142.08,30588.05327249,-36.34284599239091
AL,2013.0,228,122169.7949122807,116955.51,68743.08,185203.29,27884.56651546,13.59717977570105
NE,2013.0,144,122888.83486111111,121866.91,92592.72,163328.37,19574.49502092,4.199374616894924
AK,2013.0,48,261533.38,254140.245,219566.82,318020.74,36359.96011623,108.53917195406035
NaN,2013.0,12,172315.08583333335,172377.7,166087.51,178573.03,4255.394138507583,-32.17221459749516
ID,2013.0,146,181076.88383561643,168623.33000000002,115461.2,358741.11,57651.79666033,-2.1779905405397537
MA,2013.0,72,324014.5256944444,278472.8,192921.89,646664.88,153194.46860342,65.14488238371283
IL,2013.0,286,111601.02405594406,101497.23000000001,60793.43,187121.06,29831.38238919,-63.55219253011425
TX,2013.0,756,126603.71601851852,122566.84,75800.2,244695.89,30511.62117053,20.758802974228942
MD,2013.0,72,205763.99833333332,206440.22,99709.69,301769.22,75234.51194179,68.43072726685293
GA,2013.0,444,108207.1863963964,103698.155,62364.01,166357.17,25811.36367214,-49.76843417430964
AR,2013.0,237,104580.11890295359,108423.06,56378.77,151284.21,24809.74352644,4.556402184783326
NC,2013.0,396,142258.10803030303,125673.15,59107.89,318820.93,56617.26326316,15.909982618088803
CA,2013.0,396,279641.3886616162,222192.57,123263.78,680704.87,138381.03004697,76.80194218096707
WI,2013.0,276,146564.58905797102,143379.78499999997,94466.22,216017.65,25969.97523683,-35.47048625433335
ND,2013.0,72,216667.48291666666,229538.57,111616.15,294607.57,54892.86218553,60.09130575833967
VA,2013.0,168,171936.58654761905,164935.53999999998,86289.19,362815.07,69829.90158404,-28.144738376648437
FL,2013.0,336,135514.68199404763,134552.36,74322.08,264240.62,41885.58824783,-18.4212450512485
WY,2013.0,108,238852.46212962962,210293.505,175461.77,492845.23,87024.90450998,56.291205148687126
RI,2013.0,12,230159.23833333334,230749.29499999998,223635.12,235464.61,4221.030404029616,9.727257149477818
IA,2013.0,228,120562.46574561404,106230.605,73707.47,216357.41,32688.08484919,-53.96276075296351
CT,2013.0,60,247981.386,214749.15,207980.53,397028.97,69914.75478508,102.15374844189205
WV,2013.0,72,104052.66819444444,98236.14,79076.37,149162.04,21136.62538412,-54.25539984675143
ME,2013.0,48,161225.11208333334,138978.36,134107.83,236108.6,40996.29741548,41.4737590463143
IN,2013.0,432,103807.91331018519,104918.185,63243.26,148576.7,22160.43896778,-24.507538439797383
PA,2013.0,396,138526.23484848483,130548.73499999999,77734.05,271894.61,42661.92118785,24.429082527495094
KS,2013.0,144,107132.03930555556,100647.73999999999,74058.11,168886.9,28528.23298192,-22.90408635518375
MO,2013.0,276,115624.74126811595,116966.22,76325.04,162481.81,23201.78382072,16.213458941055215
MN,2013.0,239,149041.68020920502,153467.64,83765.56,210779.88,25824.96413884,31.20680483647331
MS,2013.0,171,116759.93520467836,110400.43,66036.24,193318.89,32826.92586829,-28.062730358009034
WA,2013.0,240,196876.43725,187719.14500000002,131840.52,307801.7,44884.22236406,70.03479515433048
TN,2013.0,312,118851.80387820513,113483.91,83527.28,185589.49,22667.7220298,-39.54590513397023
DE,2013.0,24,205865.04208333333,206224.64,175687.8,236894.25,26904.67651474,81.72147928283403
MI,2013.0,372,114366.12416666666,112601.16,57751.73,220375.37,29714.19500141,-45.39878454873288
NJ,2013.0,48,235830.859375,208204.53,148274.38,377791.03,85249.82211818,84.90442727233005
NV,2013.0,96,176251.91822916668,163186.315,106080.61,303285.39,52959.54588083,-21.62211119998205
SC,2013.0,168,139507.2886309524,128398.795,83059.62,245489.93,40221.48232459,-21.317669928388295
VT,2013.0,48,226265.12666666668,226549.865,187444.55,266735.47,26746.3322761,76.44236069349404
UT,2013.0,96,219461.176875,200761.745,144358.1,401043.28,65825.94726247,-11.38297742971509
OK,2013.0,240,99124.658125,98548.295,61824.8,134106.55,18885.15198523,-50.91281209973544
AZ,2013.0,120,158550.22325,157890.47999999998,108304.35,251440.85,34078.39483794,60.21634874555666
LA,2013.0,168,146198.24541666667,148154.39,88968.29,205894.37,30316.60101136,-6.166356578306664
OR,2013.0,240,190183.84816666666,177571.27500000002,119372.56,316338.57,49175.51518385,19.85556081058415
HI,2013.0,36,458511.5025,462732.0,406493.78,506926.9,29769.41328779,160.5894449989166
OH,2013.0,528,99812.07428030303,97906.445,63882.1,143644.2,17357.54260321,-78.84165240355108
NY,2013.0,312,137982.03006410255,116086.275,82810.94,397717.3,62112.83927188,18.568573294638547
MT,2013.0,84,201598.94678571427,209626.64,105022.83,276003.04,50528.74703462,80.5783155674519
CO,2013.0,192,260402.83265625,231383.085,109691.13,491603.3,110574.07682706,10.378664181231922
NM,2013.0,166,182805.47385542167,166551.3,114683.2,303074.3,53266.17658139,-28.01924133736915
NH,2013.0,60,181793.59983333334,201562.175,111419.83,227131.52,39366.13723347,21.0210757886609
SD,2013.0,84,173711.58666666667,169685.03,147653.91,226753.44,21422.71885833,-15.81504317464325
KY,2013.0,240,99098.058625,90731.67,65308.26,154351.17,23714.2161076,-46.529360898837105
AZ,2014.0,120,169633.64108333332,160682.135,120109.81,270452.14,38635.3718941,77.09597431635504
DE,2014.0,24,214085.07333333333,213344.64,183834.43,245363.57,28210.431026,32.774337358661555
CO,2014.0,192,276644.0047916667,253098.72999999998,113719.1,528037.96,119345.22100188,18.633742099168728
WI,2014.0,276,151695.94014492753,148102.475,96725.95,223793.47,27909.11141976,-41.48430732939671
NaN,2014.0,12,183951.48333333334,184360.02500000002,179389.0,187719.65,2779.703093187974,24.481393710672307
CA,2014.0,396,318254.0061616162,271934.635,126686.72,761011.02,155396.94825418,47.501951683940135
NJ,2014.0,48,241304.620625,214927.635,149622.24,381721.58,87022.44181663,-20.96349367192597
CT,2014.0,60,253295.48516666668,218245.39,211396.82,402089.64,74266.2125926,1.5436614281825634
PA,2014.0,395,140263.74083544305,134231.4,77063.61,278045.1,41907.82211701,-38.495195706081134
NV,2014.0,96,200709.81197916667,188932.61,128286.05,331063.38,57035.41043619,40.751426268369386
SC,2014.0,180,140090.59188888888,127493.60500000001,71143.29,255327.47,45200.99887832,-32.51900505688244
SD,2014.0,94,176250.42531914893,174195.10499999998,146349.5,233636.68,23552.0442992,36.63046472017162
RI,2014.0,12,240669.85333333333,241840.46000000002,236143.02,243176.47,2434.380571238655,38.83309752016284
OH,2014.0,528,103109.04954545455,101962.97,64122.41,152346.22,19310.19970969,-57.838746254452225
TN,2014.0,312,122902.32887820512,118426.74,86469.65,197933.28,24015.80259789,16.146812906685625
OR,2014.0,240,203605.53620833333,194093.36,130814.04,332254.56,53390.35198829,63.89318831203155
NE,2014.0,144,128010.55277777778,126139.68,95897.95,171766.57,20465.17268915,-35.010821596369915
NH,2014.0,60,185814.08666666667,206680.66,107430.88,233215.05,43305.1718039,63.85062971461479
AK,2014.0,48,266246.63645833335,262174.255,217304.76,327972.63,40301.38584323,26.849921516604415
FL,2014.0,336,148253.31529761906,147588.91499999998,82567.39,293238.63,48077.85052906,-43.705794071961805
NY,2014.0,312,140416.56368589745,118342.03,84569.36,415934.02,65759.78877025,-19.81645098481819
OK,2014.0,240,101787.46016666667,101825.58499999999,64854.44,140224.7,19796.8088537,-13.956533448006603
NM,2014.0,168,186398.6738095238,166356.68,118260.39,302773.45,53830.59002445,63.3741460950114
AL,2014.0,228,127496.00035087719,124879.84,80502.56,193374.95,28376.48282432,-24.932476411527325
WA,2014.0,240,204338.65016666666,190038.96,129544.73,329135.75,50257.63780675,52.177453142156494
WY,2014.0,108,245173.0301851852,211242.87,176896.18,533981.9,97155.32213474,11.157664723065208
TX,2014.0,760,133477.20139473685,130023.9,83277.19,256411.85,33430.44588717,-38.44814738599225
IA,2014.0,228,125609.9855263158,111160.4,76454.05,222000.19,35244.52133161,-14.50771742733451
ME,2014.0,48,164665.25458333333,139941.47,138045.62,242487.14,43863.1555208,25.891477540563024
MT,2014.0,84,211984.47047619047,220252.90999999997,107291.31,293406.52,55729.87410343,57.389307115324684
AR,2014.0,240,104436.16029166666,108524.195,55030.87,157304.29,27004.8419065,-50.7274637143273
MI,2014.0,372,121313.97927419355,116900.12,67049.17,235960.19,32147.44558494,7.718025459668221
WV,2014.0,72,103050.39055555555,97053.54000000001,76759.92,156608.77,22841.97264631,-16.977382059145864
LA,2014.0,173,150851.44352601157,151234.53,98522.94,210480.47,29790.23586182,55.82587713956646
IL,2014.0,300,113789.23676666667,102488.805,61910.29,198876.68,33389.42478946,-32.23187522055976
KS,2014.0,156,110375.88455128206,104339.185,70128.1,171752.3,30076.54981334,1.8054459704159864
HI,2014.0,36,505806.32916666666,508356.565,469634.58,541094.62,20293.89372097,387.21538796761735
MN,2014.0,252,154607.67857142858,158502.865,88342.7,221056.52,28163.27477834,-68.82053347732413
MO,2014.0,276,118739.24445652174,118815.58,73802.53,166113.0,23862.6400079,-25.03884393509227
KY,2014.0,240,101268.86054166667,93678.78,66676.82,157289.27,24129.63852925,-21.15614804051792
UT,2014.0,96,233371.9684375,213159.155,150047.08,419014.54,70829.54290236,127.54262491462849
MS,2014.0,180,118198.593,109916.615,68036.58,201335.78,31811.30310693,-48.434485490430845
MD,2014.0,72,212196.66472222222,214896.805,99208.92,307041.85,77052.66569652,95.50893647880257
VT,2014.0,48,229501.13020833334,230282.69,184567.89,274334.62,30083.02677848,7.159662052676863
ND,2014.0,72,230397.9051388889,250050.93,119907.76,320502.09,58912.0718235,8.584336061038723
IN,2014.0,432,106826.12252314815,107232.41,65506.26,154064.05,22670.76731897,-57.115772374851794
NC,2014.0,396,145008.16535353535,125883.22,58852.0,317534.9,58056.8562618,17.392885229381672
VA,2014.0,168,175630.09380952382,168407.32,84817.75,374291.66,75327.0881711,33.780594427120626
MA,2014.0,72,337922.64708333334,294337.4,198922.29,666297.73,161343.41618911,74.7770821363347
GA,2014.0,444,112971.24047297298,108478.63500000001,63692.3,173919.14,28607.77362629,-63.1448008306114
ID,2014.0,156,188353.49865384615,172204.815,121679.46,383787.13,64546.43943022,58.74537414671561
IL,2015.0,300,115199.10323333333,104731.01500000001,68082.2,208264.48,34934.41840033,-39.18229580282061
CO,2015.0,192,298659.5847395833,283625.31000000006,120557.02,574811.83,129448.82099052,170.8131015439887
AL,2015.0,228,128253.30105263158,120482.12,85054.06,207143.34,29878.12196642,-57.52067401883141
IN,2015.0,432,110772.96958333334,113649.63500000001,69190.28,160627.75,23842.5619542,-5.6709534991582045
NJ,2015.0,48,241318.1875,217233.35499999998,147313.27,386238.53,87218.99600422,91.14302918790717
MS,2015.0,180,126212.14877777778,122359.315,74980.03,216240.75,30462.69092315,-43.67379033482219
SD,2015.0,100,182553.9772,182362.15,146559.37,244487.58,26745.32927166,49.038224020786636
OK,2015.0,240,105343.13879166667,105752.86499999999,68677.77,144504.82,21568.40715037,-42.009421911290254
CA,2015.0,396,345216.4784343434,292447.555,126954.95,874324.31,174352.9271526,176.53865925996425
MA,2015.0,72,348765.06333333335,303173.815,200155.68,699146.06,167944.28228843,3.6677550612450815
RI,2015.0,12,248998.22083333333,248344.66499999998,243590.82,255915.87,3982.606088563477,-18.085054608030717
NV,2015.0,105,215121.39152380952,199955.38,142769.33,359458.22,59791.15653374,-19.48472901562028
MI,2015.0,372,126708.59034946236,122747.73999999999,74162.96,252068.64,34536.4735557,-38.61243443412226
KY,2015.0,240,104743.973375,97387.13,69175.05,163361.01,24777.03326406,-20.66075513895408
AR,2015.0,240,106906.35866666667,111690.935,53625.88,165829.7,28750.07568484,14.687572166876661
HI,2015.0,46,494260.7047826087,536181.38,316532.71,569677.66,93069.00057261,380.0580996121127
ND,2015.0,72,247751.8061111111,261029.58000000002,123437.51,344347.34,64444.97435898,-51.31692562692125
MN,2015.0,252,160636.37523809524,162295.535,90267.14,234865.47,30619.72185193,-37.82484919908311
MO,2015.0,276,122329.30920289856,121085.715,75665.8,171881.39,24136.82212674,-25.391838413792467
NM,2015.0,168,188115.23589285713,168509.425,115064.74,320778.01,56396.44674743,39.16540444097802
ID,2015.0,156,196856.7680128205,177004.35499999998,121745.18,411400.7,70210.18744159,5.0412195044876595
UT,2015.0,96,250528.2709375,228480.22999999998,163212.41,480559.35,82302.00910264,29.081699712981646
OR,2015.0,240,217350.52058333333,209364.64500000002,137784.64,357265.74,59425.57521473,-8.366406581435937
OH,2015.0,528,107448.12153409091,105920.025,71021.14,164304.3,20520.00300128,-49.40882927009955
AZ,2015.0,120,178843.34866666666,171509.2,126415.17,291375.15,42656.75619159,61.92330015027849
DE,2015.0,24,222099.10625,222793.61,189743.28,250558.6,26795.33015109,29.901842000312495
KS,2015.0,156,114423.00615384616,109551.505,67390.46,175703.36,31483.56979281,-50.82825535256599
NY,2015.0,312,142661.96612179486,120352.78,83721.62,434014.62,68506.99374105,9.859540496499797
VT,2015.0,48,233753.163125,234469.495,183786.29,280678.6,32494.57383297,94.8185118781635
MT,2015.0,84,224180.62547619047,237484.215,107357.86,326785.36,62066.13411336,1.2857621414674947
NH,2015.0,60,191651.17933333333,212535.65000000002,107011.81,248274.77,46686.20099043,-10.50535716658051
WA,2015.0,240,215723.98679166666,198358.52000000002,130374.29,369068.59,56161.93545987,-6.670471518542886
GA,2015.0,444,116608.13637387387,112446.0,63259.9,186900.23,31286.5410623,-43.31173674818708
IA,2015.0,228,130342.77728070176,115673.625,79259.02,227256.55,35835.04173979,2.8703777813350317
TX,2015.0,768,140483.72419270832,134726.34000000003,84151.36,276247.19,37358.82158447,16.471097019739833
NE,2015.0,144,134171.42284722222,132492.16999999998,97908.83,183689.68,21733.26903596,-1.6583023037663125
ME,2015.0,48,168224.44,142411.93,137850.86,254973.74,46491.6062206,7.487053763252582
WV,2015.0,72,109538.1588888889,102884.865,81846.85,164699.22,24120.68265691,-27.75544506699684
NaN,2015.0,12,193744.35666666666,193520.79,188535.67,199558.08,3656.298143573219,88.09451710900336
SC,2015.0,180,145385.93905555556,130832.465,76945.9,274621.37,48609.79269102,-32.393586756234306
WY,2015.0,108,260722.18148148147,221669.905,178723.16,613789.77,114000.18144938,69.43035125112105
VA,2015.0,168,179047.89541666667,175307.075,84262.14,383478.5,78130.09366316,-20.915256854555874
WI,2015.0,276,156346.00869565218,154586.39,99063.73,237122.19,29519.54787417,-11.81965131755236
MD,2015.0,72,215384.07291666666,219130.215,102177.78,316130.32,77268.2570485,41.75259219133067
FL,2015.0,336,160218.7392261905,157159.36,86014.57,331207.48,53172.72682102,-28.280378860578402
CT,2015.0,60,255035.3735,219246.27500000002,210595.57,410053.33,75878.40392279,39.505706182565284
AK,2015.0,48,277930.36375,275163.345,218650.57,348070.34,44544.98957079,25.504228064992173
LA,2015.0,187,158912.29994652406,156846.24,103401.01,221872.53,30588.24051045,-42.99886127638113
NC,2015.0,396,148129.75065656565,128844.01000000001,61447.87,323325.97,59767.9596971,-17.85330014924169
PA,2015.0,396,140742.47260101011,140051.39500000002,76831.92,216105.51,38603.81950309,8.698413686441464
TN,2015.0,312,128466.32858974359,124496.01999999999,87176.29,221622.08,26031.31110427,-11.106904718799859
ME,2016.0,48,175138.88416666666,147709.01,140434.52,272475.02,51475.58726065,18.645567946670116
MD,2016.0,72,218352.73597222223,223766.52500000002,101934.46,318916.62,78249.14337183,51.49145268795723
SC,2016.0,180,152733.27577777777,136565.31,77507.13,284542.68,52055.31452631,-38.969731956109165
MI,2016.0,372,133021.53669354838,127504.08499999999,75191.25,264553.43,36807.88996473,-6.635085440072597
MN,2016.0,252,169603.6348809524,166294.74,97826.57,249998.56,32816.4329835,30.423068406004393
MA,2016.0,72,367006.7447222222,318641.56,207769.3,734308.57,180882.21792463,91.61253085936454
NaN,2016.0,12,205577.1,205632.64500000002,200717.85,210555.06,3073.743738564365,-35.465842873729336
DE,2016.0,24,228556.64333333334,229916.675,199971.69,255088.52,24714.49602523,11.809423547511134
OK,2016.0,251,107572.80115537849,107480.0,71664.85,148500.15,21178.98739081,-53.2526294580417
LA,2016.0,203,164205.88507389164,162589.03,108390.73,227582.22,31527.76048825,51.27375325641981
SD,2016.0,130,183361.72515384614,187991.03999999998,134031.61,254274.38,31881.10047298,15.62344642808926
IA,2016.0,228,136234.92324561405,122145.655,89904.3,232813.85,36614.44239389,-35.0258102726598
HI,2016.0,48,514372.14145833335,564061.25,334703.07,607161.25,102043.36896918,361.79395411158913
WI,2016.0,276,163948.6529347826,162664.685,104197.4,253089.26,32144.34478991,-71.16187559418414
VA,2016.0,168,184116.92589285714,180240.16,84512.47,391969.13,81280.48994932,10.804726914142426
NV,2016.0,108,233963.93787037037,216460.36,154867.39,384128.82,63734.69457095,20.095521442058196
ID,2016.0,156,209703.15487179486,188538.8,130000.12,423171.46,73821.38288131,-12.899156224262033
UT,2016.0,107,256017.65485981308,239903.9,129865.93,516584.82,97687.91690765,27.24378218170478
CO,2016.0,203,316814.9414285714,296613.79,130194.57,605478.73,142095.39208218,23.638586117191096
WY,2016.0,108,271537.8607407407,225933.615,182620.87,645511.21,130492.61433701,-23.829025278966288
KY,2016.0,240,109825.41554166666,104631.45,72757.47,172308.26,25912.61700464,-53.689294972773304
CT,2016.0,60,258129.86766666666,222220.90999999997,212764.97,411913.19,76583.84412964,112.38443125847914
NY,2016.0,312,146811.25185897437,124821.495,87417.65,448941.27,71525.26577147,-43.82999556612381
AZ,2016.0,120,188137.94666666666,180891.185,133607.77,311766.0,47349.21508749,44.91989941315797
AK,2016.0,48,286909.54125,285609.78,227235.96,355607.8,44706.50181035,57.8903803410874
TN,2016.0,312,136578.98612179488,133758.74,91642.2,247478.59,29277.81085072,-53.16731100734717
PA,2016.0,407,142511.94083538084,138743.94,78153.79,224553.98,40100.81652526,3.727008792098374
TX,2016.0,801,147500.63098626718,142934.34,84280.44,303700.74,40326.84200667,3.020240019131637
VT,2016.0,48,235219.41916666666,234051.38,187009.32,287658.22,34280.18952759,63.74748013668374
NH,2016.0,60,198568.54833333334,219514.305,110432.44,260112.86,50018.6624984,-6.211061434459397
MT,2016.0,84,237695.24083333334,240431.83000000002,118309.44,354635.1,68351.29309225,9.529003132620462
IL,2016.0,311,115836.1715755627,107391.35,72528.5,218011.55,33179.32864158,-55.33397137974618
FL,2016.0,347,184920.9425648415,175119.13,94085.77,529470.05,81039.74673537,63.06632703658161
MS,2016.0,224,124797.47464285714,129256.0,48420.54,231399.96,35775.5466797,-26.189674423348265
NJ,2016.0,48,243872.87395833334,218469.61,152035.01,393433.91,91586.66674745,69.02086556910317
IN,2016.0,432,115476.36555555556,119045.695,68508.51,167414.5,25252.32077864,-45.50926556787462
WV,2016.0,83,111863.20228915663,106668.78,87744.83,164157.58,22329.5849816,-10.396776632703942
CA,2016.0,407,370611.37474201474,308723.77,139065.56,897421.76,186308.11761347,189.42280018577137
WA,2016.0,240,235511.29295833333,213977.72,143033.12,411639.07,64948.09304654,-30.68958700523773
RI,2016.0,12,264490.935,264433.78,257577.22,272196.65,4692.557248644825,23.580053100855558
MO,2016.0,298,126202.08976510067,122921.325,80527.27,179271.87,24077.49382792,-53.51527138476786
AR,2016.0,240,112032.607875,118339.785,57407.38,179478.7,29840.98921111,-3.727213321203615
ND,2016.0,84,238187.8644047619,245125.06,139481.3,331112.98,49994.11614283,107.13664470490629
NC,2016.0,441,150908.48578231293,134806.05,61403.84,331123.52,60793.46260772,-45.00519449133434
GA,2016.0,444,121144.66878378378,116984.43,64403.09,201058.38,33914.85146939,-13.220193010625259
OH,2016.0,528,112010.14348484848,111536.16,73443.77,173157.03,21075.45627035,-4.657260799578189
OR,2016.0,240,237785.14975,233548.445,146829.29,387530.45,66747.16679555,109.39258174210052
NE,2016.0,144,141422.39979166666,140968.11,103192.18,190407.18,23460.75507758,-39.64074134597643
KS,2016.0,211,115268.90843601896,109732.37,62562.76,184700.23,33270.40077619,-22.15801857597438
AL,2016.0,239,132349.8508786611,125471.55,86770.29,216630.39,31106.58521271,14.34324256370294
NM,2016.0,212,179447.25886792454,164448.595,87064.96,333818.31,62954.61408583,31.0644484745745
TN,2017.0,312,145220.83522435898,144275.65,95272.67,271411.64,33404.51044832,-12.267021800946376
MT,2017.0,84,250946.50345238094,245048.88,123640.19,393013.22,76638.25460604,69.84770472356216
PA,2017.0,408,146315.28455882354,138782.44,80539.17,234325.3,42796.8757151,-43.36540530199527
NH,2017.0,60,210234.12683333334,232657.675,115376.51,279439.25,53611.25902354,67.64201220269652
AL,2017.0,240,135135.54116666666,126135.465,83744.98,227239.71,33694.53514581,-45.78495422512926
ND,2017.0,84,231669.78,241514.585,147163.71,288540.79,42547.52152215,91.47238645372259
ME,2017.0,48,185979.965625,156273.72,143674.39,292135.5,57502.25542788,-35.294292889185144
CT,2017.0,60,264295.6516666667,228296.35499999998,215067.03,419508.5,77408.98529389,46.08748995032561
NE,2017.0,144,148223.63340277778,147052.60499999998,108206.91,193539.92,24208.95158547,-35.58696765000913
CO,2017.0,204,341530.4561764706,326667.18000000005,139883.95,635570.04,153975.90304575,122.14307594210933
NC,2017.0,444,157319.08673423424,139822.61,61395.91,341638.51,64827.11207701,-57.197227465581335
FL,2017.0,348,198935.76362068966,190777.1,99467.86,558425.89,84435.31328317,36.44223920580514
NaN,2017.0,12,217898.57583333334,218044.69,211667.93,224062.83,3963.579671961969,14.292905175726013
VA,2017.0,168,189903.72910714286,185319.71,85047.82,405886.65,85302.74710856,-15.00838199728689
IN,2017.0,432,120899.20900462964,126790.83,69184.37,178614.69,27134.77617031,-31.582652487422948
